O/G,n_VENT,TB_SMALL_VENT,TB_SMALL_FLARE
Oil,0,,0.020524727
Oil,0,,0
Oil,0,,0
Oil,0,,0.02739726
Oil,0,,
Oil,0,,0.083610715
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,0.016438356
Gas,0,,0.009260274
Oil,0,,0
Oil,0,,0.00421135
Oil,0,,0.007492055
Oil,0,,0
Oil,0,,0.00214974
Oil,0,,0
Oil,0,,0.114468858
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,0.019569472
Oil,0,,
Oil,0,,0.00399863
Oil,0,,0.00161213
Oil,0,,0
Oil,0,,0
Oil,0,,0.007827789
Oil,0,,0
Oil,0,,0
Oil,0,,0.011238082
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.014984079
Oil,0,,
Oil,0,,0.002054795
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.020547945
Oil,0,,
Oil,0,,0.011485849
Oil,0,,0
Oil,0,,0.0096721
Oil,0,,0.003684932
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0.003908257
Oil,0,,0.011238082
Oil,0,,
Oil,0,,0.001407223
Oil,0,,
Oil,0,,0
Oil,0,,0.02739726
Oil,0,,0.00913242
Oil,0,,0.005768437
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,0.003038682
Oil,0,,0
Oil,0,,0.273972603
Oil,0,,
Oil,0,,0.108634475
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0.002216712
Oil,0,,
Oil,0,,0.002474521
Oil,0,,
Oil,0,,0.003945205
Gas,0,,
Gas,0,,0
Gas,0,,0.036880927
Gas,0,,0
Gas,0,,0.001969559
Gas,0,,0.019750575
Gas,0,,0.018516164
Gas,0,,0.01826484
Gas,0,,
Gas,0,,0.001636225
Gas,0,,0
Gas,0,,
Gas,0,,0.000971797
Gas,0,,0
Gas,0,,
Gas,0,,0.002203523
Oil,0,,0.000494521
Oil,0,,0.00245242
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,
Oil,0,,0.003780532
Oil,0,,2.420091324
Oil,0,,0.02739726
Oil,0,,0
Oil,0,,0
Oil,0,,0.004421918
Oil,0,,0.020977699
Oil,0,,
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.003669871
Oil,0,,0
Oil,0,,0.00183379
Oil,0,,0.00304414
Oil,0,,0
Oil,0,,0.006172055
Oil,0,,0
Oil,0,,0.003474471
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.006172055
Gas,0,,0
Gas,0,,0
Gas,0,,0.001660274
Gas,0,,0.018516164
Gas,0,,0
Gas,0,,0.018520548
Oil,0,,
Oil,0,,0.002205479
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.009260274
Oil,0,,0
Oil,0,,
Oil,0,,0.001104658
Oil,0,,0.004283757
Oil,0,,0
Oil,0,,0.004410959
Oil,0,,
Oil,0,,0.006173516
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0
Oil,0,,0.004630137
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.001405205
Oil,0,,
Oil,0,,0.009260274
Oil,0,,
Oil,0,,0
Oil,0,,
Oil,0,,0.004410959
Oil,0,,
Oil,0,,
Oil,0,,0.009260274
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.001288767
Oil,0,,
Oil,0,,
Oil,0,,0.001700369
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.004410959
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0
Oil,0,,
Oil,0,,0
Oil,0,,0.000442009
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.001764384
Oil,0,,0.004365589
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.001472877
Oil,0,,0.009573699
Oil,0,,0.005265646
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.004410959
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,0.001472877
Oil,0,,0.001472877
Oil,0,,
Oil,0,,0.006173516
Oil,0,,0
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Gas,0,,0.011465753
Gas,0,,0.004410959
Gas,0,,0.018520548
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Oil,0,,0.004410959
Oil,0,,0.017351598
Oil,0,,0.0027126
Oil,0,,0.004410959
Oil,0,,0.00456621
Oil,0,,0.00456621
Oil,0,,0.004410959
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.00456621
Gas,0,,
Gas,0,,
Gas,0,,0.009589041
Gas,0,,0.005291585
Gas,0,,0.042808219
Gas,0,,0
Gas,0,,
Oil,0,,0
Oil,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,0
Oil,0,,
Oil,0,,0.001439589
Gas,0,,0.0304414
Gas,0,,0.01826484
Gas,0,,0.091324201
Gas,0,,
Oil,0,,0.005456986
Oil,0,,0.002080805
Oil,0,,0.02739726
Oil,0,,0
Gas,0,,0
Gas,0,,0
Gas,0,,0
Gas,0,,0
Gas,0,,0
Gas,0,,0.684931507
Gas,0,,0
Gas,0,,0
Gas,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.000946451
Oil,0,,0
Oil,0,,0.002856621
Oil,0,,0.017722614
Oil,0,,0.002426889
Oil,0,,0.013280075
Oil,0,,0.002651172
Oil,0,,0.00444025
Gas,0,,0
Gas,0,,0.039138943
Gas,0,,0.001914703
Gas,0,,0.021452055
Gas,0,,0
Gas,0,,0
Gas,0,,0.020835616
Gas,0,,0
Gas,0,,0
Oil,0,,0.057442192
Gas,0,,0.222193973
Oil,0,,0.068493151
Oil,0,,0
Gas,0,,
Gas,0,,0.00350137
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.000503219
Gas,0,,0.273972603
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.00147032
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.006173516
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,0.00147032
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0.006849315
Gas,0,,0.018520548
Gas,0,,0.273972603
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0.018520548
Gas,0,,0.016438356
Gas,0,,0.00907194
Gas,0,,0.018520548
Gas,0,,0.01369863
Gas,0,,0.013347383
Gas,0,,0.013495108
Gas,0,,0.01369863
Oil,0,,
Oil,0,,0.001472877
Oil,0,,
Oil,0,,0.00110274
Oil,0,,0
Oil,0,,0.007732603
Oil,0,,0.003983208
Oil,0,,
Oil,0,,
Oil,0,,0.008284932
Oil,0,,
Oil,0,,0.001867849
Oil,0,,0.001440789
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.00332681
Gas,0,,0.00456621
Gas,0,,0.02233863
Gas,0,,0.000122329
Gas,0,,0.00110274
Gas,0,,0
Gas,0,,0.01393081
Gas,0,,0
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.00147032
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.001648161
Gas,0,,0.034246575
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.018520548
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,0.04358655
Gas,0,,0
Gas,0,,
Gas,0,,0.003388609
Gas,0,,0.002107482
Gas,0,,
Gas,0,,0.102739726
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.012151233
Gas,0,,0.002205479
Gas,0,,0.0124533
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,0.002278539
Gas,0,,0.032232071
Gas,0,,
Gas,0,,
Gas,0,,0
Gas,0,,
Gas,0,,0.005175038
Gas,0,,
Gas,0,,0.08064
Gas,0,,0.002205479
Gas,0,,0.008058018
Gas,0,,
Gas,0,,0
Gas,0,,0
Gas,0,,0.001212329
Gas,0,,0.010726027
Gas,0,,0.0110696
Oil,0,,0
Oil,0,,
Gas,0,,
Gas,0,,0.027589041
Gas,0,,
Gas,0,,
Oil,0,,0
Oil,0,,0.211221761
Gas,0,,
Gas,0,,0.022071288
Gas,0,,
Gas,0,,
Oil,0,,0.003352055
Gas,0,,0.048173516
Gas,0,,0
Oil,0,,
Gas,0,,0.099626401
Gas,0,,0.087065369
Gas,0,,0.005551868
Gas,0,,0.004214264
Gas,0,,0.00913098
Gas,0,,0.02476537
Gas,0,,
Gas,0,,0.080236712
Gas,0,,0.033560548
Gas,0,,0.01826484
Gas,0,,0.005707763
Gas,0,,0
Oil,0,,0.013261836
Oil,0,,0
Oil,0,,0.00110274
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0.002205479
Oil,0,,0.00147032
Oil,0,,0.099170172
Oil,0,,0
Oil,0,,0
Oil,0,,0
Oil,0,,0
Gas,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
