EF_W_NGPNEUMATIC_PMP_UNITS.FACILITY_NAME,EF_W_NGPNEUMATIC_PMP_UNITS.FACILITY_ID,EF_W_NGPNEUMATIC_PMP_UNITS.REPORTING_YEAR,EF_W_NGPNEUMATIC_PMP_UNITS.TABLE_NUM,EF_W_NGPNEUMATIC_PMP_UNITS.TABLE_DESC,EF_W_NGPNEUMATIC_PMP_UNITS.INDUSTRY_SEGMENT,EF_W_NGPNEUMATIC_PMP_UNITS.PNEUM_PUMP_TYPE,EF_W_NGPNEUMATIC_PMP_UNITS.PNEUM_PUMP_TYPE_TOTAL_CO2_EMM,EF_W_NGPNEUMATIC_PMP_UNITS.TOTAL_CH4_EMISSIONS,EF_W_NGPNEUMATIC_PMP_UNITS.TOTAL_PNEUMATIC_PUMP_COUNT,EF_W_NGPNEUMATIC_PMP_UNITS.ESTIMATED_NUMBER_OF_HOURS
345 Arkoma Bravo NR,1011963,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,20.4,269,127,8760
SilverCreek Chautauqua #355,1012070,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Denbury Onshore LLC 395 Williston,1008617,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0,.22,1,2160
Tapstone 360 Anadarko,1012024,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.2,348.1,185,8760
California Resources Elk Hills  LLC - San Joaquin Valley Production Basin,1008406,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Enervest Operating  L.L.C. 575 Uinta Basin,1011596,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.8,415.01,201,8760
CRI 350 SOK Folded Belt,1011191,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Missouri River Resources Williston Basin 395,1012048,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Encana Oil & Gas - Arkla Basin,1006420,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Ascent Resources - Utica (160),1011393,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Centennial Resource Production  LLC,1011690,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Anderson Energy  Inc. 375 - Sedgwick Basin,1011289,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
EOG Resources  Inc. 350 South Oklahoma folded belt,1008976,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,177,443.6,304,8201
Cabot Oil & Gas Corporation 160A Appalachian Basin (Eastern Overthrust area),1008503,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.1,55.92,62,3624
Chesapeake Appalachia LLC  160 - Appalachian Basin,1008521,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.3,12.27,7,8760
Enervest Operating  L.L.C. 220 Gulf Coast Basin,1009657,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,21.7,164.25,105,8760
Antero Resources - 160 - Appalachian Basin (Utica),1010718,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
GeoSouthern Energy Corporation,1009848,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.3,64.62,37,8760
SHD Oil & Gas Williston (395) Basin,1012059,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Foundation Energy Management- 450 Las Animas arch Basin,1011508,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Summit Petroleum Company,1010291,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,1008783,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.6,88.64,45,8760
Presidio Petroleum 360 Anadarko Basin,1009335,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.6,324.4,296,5140
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.2,11.39,6,8760
Chesapeake Operating LLC  345 - Arkoma Basin,1009310,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.9,171.83,84,8472
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.8,52.86,31,8518.7
Anderson Energy  Inc. 450 - Las Animas Arch,1011291,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
507 Central Western Overthrust QEP Energy Company,1008294,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.1,118.7,89,6608
Clayton Williams Energy  Inc. - 220 Gulf Coast Basin,1002362,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,34.1,303.5,215,8760
White Rock Oil & Gas LLC - 395 Williston,1011923,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
EOG Resources  Inc. 420 Fort Worth syncline,1008977,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,419.7,1302.4,834,8516
YPC 430 Permian Basin,1008229,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.2,111.01,111,5035.5414013
Grade 6 Oil  LLC,1010707,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Hilcorp Appalachian Basin (Eastern Overthrust Area),1011995,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,19.4,150.21,86,8760
Petro Harvester Oil & Gas  LLC 395 Williston Basin,1011463,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Chesapeake Operating LLC  230 - Arkla Basin,1008527,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,83,766.32,380,8288
Dominion Energy Wexpro - Uinta Basin,1008169,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.5,44.5,70,2816
Sabine Oil & Gas LLC 220 Gulf Coast Basin,1011275,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0,.1,25,12
SandRidge 545 North Park Basin,1012077,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
ConocoPhillips Gulf Coast Basin 220  Production,1007485,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,642.2,9500.93,7078,7384.3028379
Riviera Resources 305 Michigan Basin Production Segment,1008363,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9.9,30.37,16,8760
Chautauqua platform N&G 355,1010059,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
White Star Petroleum  LLC,1011395,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Ultra Resources/Green River Basin,1009125,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
LARAMIE ENERGY LLC - Piceance Basin (585),1009785,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Enervest Operating  L.L.C. 420 Fort Worth Syncline,1009689,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,227.5,1594.76,935,8760
XTO Energy Inc 260 East Texas,1008079,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,324.7,4324.62,2193,8265.8977474
Peak Powder River Resources,1011318,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Timber Creek Energy,1009139,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0,0,0,0
Trinity River Energy Operating  LLC 415 Strawn Syncline,1008188,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,50.2,1289.07,696,8760
Breitburn Operating LP 430 Permian,1009813,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0,23.6,4,8760
Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,1011706,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.4,286.55,151,8760
Hilcorp Alaska  LLC 820 Kenai,1009332,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.1,10.46,8,5179
SM Energy (Basin 345) East Central Oklahoma,1009562,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
XTO Energy Inc 220 Gulf Coast,1009386,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,18.2,202.74,122,7374.1609016
TEP Barnett USA LLC  415 - Strawn Basin,1008536,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,11.9,199.53,104,8116
Endeavor Energy Resources LP 220 Gulf Coast Basin,1011727,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Earthstone Operating  LLC - Basin 220,1011773,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.2,10.4,8,8760
Enerplus Resources (USA) Corporation - Williston Basin,1009595,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Resource Energy Can-Am LLC,1011250,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
BPX Energy Petrohawk Gulf Coast Basin  AAPG Basin 220,1008630,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,8.7,113.15,1413,399.5536977
Enervest Operating  L.L.C. 360 Anadarko Basin,1009663,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,4.5,262.34,148,8760
Chevron MCA 360 Anadarko Basin,1008956,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.2,9.78,5,8760
Caerus Oil and Gas Green River Basin (535) Operations,1009258,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,110,44.45,77,4380
Own Resources Operating LLC,1008053,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Jordan Development Company  LLC,1008066,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.2,51.68,39,7380
Arsenal Resources  LLC 160A Appalachian Basin,1008795,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0,2.17,1,8760
Bayswater Exploration & Production Denver Basin (540) Operations,1008087,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.2,2.78,3,5136
Kinder Morgan Production 430 Permian Basin,1008248,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
COG Operating LLC  430 Permian Basin,1009707,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,6.7,172.2,110,8760
SM Energy (Basin 393) Williston Basin,1009793,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Trendwell Energy Corporation,1008348,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,57.3,70.3,42,8760
Foundation Energy Management 595 Piceance Basin,1008323,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.1,3.87,2,8760
EQT Production  LLC - Basin 160A - Appalachian Eastern Overthrust,1010233,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Whiting Oil and Gas Corporation 540 Denver Basin,1009185,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.8,16.04,11,8665
Incremental Oil & Gas (Silvertip) LLC,1012661,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Blackbeard Operating East  LLC - Basin 230,1012044,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,2.1,38.69,20,8760
EXCO Resources  Inc. - Arkla Basin #230,1008957,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,14.1,170.46,79,8760
MATADOR PRODUCTION COMPANY,1010837,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.6,104.4,65,8760
Verdad Resources LLC - DJ Basin,1009731,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1,8.79,8,6500.88
California Resources Production Corporation – Sacramento Valley Basin 730,1008405,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
BREITBURN OPERATING LP-BASIN 535,1010157,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,7.3,198.2,253,3624
Chevron MCA 350 South Oklahoma Folded Belt,1008102,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.2,9.78,5,8760
Anderson Energy  Inc. 385 - Central Kansas Uplift,1011290,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Hess Corporation - 395 - Williston Basin,1008490,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.3,32.9,25,8760
Aruba Petroleum  Inc. 420 Fort Worth Syncline,1008356,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Terracore Operating Company  LLC 750 Santa Maria Basin,1010738,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
ConocoPhillips Anadarko (360),1007475,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,1.6,80.5,47,8760
CMO  Inc.,1011081,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
BPX Energy Permian Basin  AAPG Basin 430,1008632,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,0,1,249,20
White Oak Energy 220 Gulf Coast Basin (LA  TX),1009783,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,51.4,398.23,228,8760
Covey Park Operating,1011936,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,13.4,281.1,143,8760
Northwoods Energy (Basin 515) Powder River Basin,1009830,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Tellus Operating Group  LLC - MS Operations,1008885,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.2,4.88,11,1814
Cross Timbers Energy  LLC - San Juan Basin 580,1011100,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.8,35.6,22,8760
EOG Resources  Inc. 260 East Texas basin,1008128,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.8,72.2,39,8697
Daylight Petroleum LLC,1010164,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,25.6,245.22,144,8760
CR 345 Arkoma,1009571,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.3,3.54,4,8496
Ovintiv USA Inc - Wind River Basin,1008208,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9,223.13,107,8760
Goodrich Petroleum  Basin 220 (Gulf Coast Basin),1010684,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,5.3,16.96,17,7552
Basin 220 - Tana Exploration Company  LLC,1012022,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,46.5,324.26,205,8760
TRC cYPRESS gROUP LLC,1006750,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Point Thomson Production Facility,1011831,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Enervest Operating  L.L.C. 305 Michigan Basin,1009968,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,60.7,107.84,59,8760
535 Green River Basin - BP America Production Company,1008622,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,664,5793,4272,6487
Whiting Oil and Gas Corporation 305 Michigan Basin,1009189,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.1,3.4,2,8657
Newfield.220.Gulf Coast,1008367,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,9,98.6,60,7782
Comstock Resources  Inc. - Basin 220,1009906,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,22.8,117.02,59,8740
Holmes Western Oil Corporation,1011673,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
SWEPI / Green River Basin,1008213,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Red Willow Production Co.,1005963,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Pennsylvania General Energy Company LLC,1008882,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.4,282.3,130,8760
Tapstone 375 Sedgwick Basin,1009179,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.3,31.94,23,8760
Clayton Williams Energy  Inc. - 430 Permian Basin,1006886,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,54.6,391.64,265,8760
CRI 395 Williston,1008471,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,.1,2.28,2,7840.3918367
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,89.4,1172.43,764,8364
Hawkwood Energy Management  LLC 220 Gulf Coast Basin,1011531,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,3.1,27.2,21,7899
Ovintiv USA Inc - Gulf Coast Basin,1008090,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Chevron 160A Appalachian Basin,1009098,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Anderson Energy  Inc. 360 - Anadarko Basin,1011070,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Williston Basin/Sinclair Oil & Gas Company,1009607,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Murex Petroleum Corporation - Williston Basin 395,1010002,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
Equinor Energy LP - 395 Williston,1009625,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
EOG Resources  Inc. 395 Williston basin,1008980,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,14.4,219.1,383,5308
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,18.1,160.35,121,7552
Marathon Oil Cody - Big Horn Basin (AAPG Basin Number 520),1008071,2015,Table C.1,NG Driven Pneumatic Pumps emissions,Onshore petroleum and natural gas production [98.230(a)(2)],Natural Gas Driven Pneumatic Pumps,,,,
