EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC1OR2.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC1OR2.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC1OR2.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC1OR2.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC1OR2.CALCULATION_METHOD,EF_W_ATM_STG_TANKS_CALC1OR2.SOFTWARE_PACKAGE_USED,EF_W_ATM_STG_TANKS_CALC1OR2.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC1OR2.TOTAL_VOLUME_OF_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_TEMPERATURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_PRESSURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_A_P_I_GRAVITY,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_GAS_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.NUMBER_OF_WELLS_SEND_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.NOT_ON_WELL_PAD_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CO2_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CH4_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VENT_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_VENTING_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_FLARED,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_FLARING,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_N2O_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.NUM_SEPS_WITH_STUCK_DUMP_VAL,EF_W_ATM_STG_TANKS_CALC1OR2.HRS_DUMP_VALVES_DID_NOT_CLOSE,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.API_WELL_NUMBERS
Basin 360 Oil & Gas Production,1008029,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,23632,75,35,45.5,.012606,.012606,.572995,.572995,4,8,0,No,,,,,,Yes,8,.0908102,2.5579114,No,,,,,,,,,
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,18135.46,85,23,46,.00665,.00665,.848989,.848989,4,8,0,No,,,,,,Yes,8,.6174069,10.2437859,No,,,,,,,,,
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,ProMax,No,69578.34,102.5,37,47.26,0,.05832,.14747,.47318,6,17,0,No,,,,,,No,,,,Yes,17,254.29342,.15858,.00024,,,,,
Samson Resources 360 Anadarko Basin,1008321,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,ProMax,No,9855.644,68.52,495.26,41.09,.008,.008,.466,.466,2,6,0,No,,,,,,Yes,3,1.4,29.1,No,,,,,,,,,
360 Anadarko Basin DEC,1008287,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,ProMax,No,74518.78,56.67,119.06,37.42,.00158,.0017,.04971,.08016,7,12,0,No,,,,,,Yes,2,.04304,.67932,Yes,10,327.54203,1.57734,.00061,,,,,
360 Anadarko Basin DEC,1008287,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 2,,No,2642.35,66.11,138.9,37.42,.0017,.0017,.08016,.08016,1,0,0,No,,,,,,Yes,0,.01736,.29797,No,,,,,,,,,
Tapstone 360 Anadarko,1012024,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,9744.040262,80,35,44.6,.0063683,.0063683,.8411533,.8411533,1,2,0,No,,,,,,Yes,2,.0705004,2.1989527,No,,,,,,,,,
JMA Energy 360,1008411,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 1,E&P Tanks 2.0,No,225661,73,115,54,.0113,.0113,.8484,.8484,21,84,0,No,,,,,,Yes,84,518.1246315,314.7888228,Yes,20,220.8254825,1.2152104,.0004607,,,,,
Encino Operating  L.L.C. - Anadarko Basin,1011839,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 2,,No,2904,250,10,40,.007,.007,.762,.762,1,3,0,No,,,,,,No,,,,Yes,3,3955.1,4.934541,0,,,,,
Midstates Petroleum - Anadarko Basin,1010701,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - DEWEY  OK (43) - Oil,,Calculation Methodology 2,,No,14817.24,149,32,38,.002,.009,.6,.9,2,6,0,No,,,,,,Yes,6,5.4,486.5,No,,,,,,,,,
FourPoint Energy  LLC 360 Anadarko Basin,1011854,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,E&P Tanks V3.0,No,1439871.93,73,115,44.8133523,.0100717,.0167862,.446733,.744555,145,483,0,No,,,,,,Yes,45,2.9313364,47.4596177,Yes,438,6026.2697903,19.0325288,.0107087,,,,,
Duncan Oil Properties  Inc. 360 Anadarko Basin,1008598,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,76106.75,85,23,46,.00665,.00665,.848989,.848989,2,4,0,No,,,,,,No,,,,Yes,4,573.4282896,2.0699058,.0007841,,,,,
EOG Resources  Inc. 360 Anadarko basin,1008352,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,ProMax,No,1163923.86,120.67,42.43,45.28,.002,.008,.021,.197,103,307,3,No,,,,,,Yes,9,.1,.6,Yes,242,2093.8,.4,0,,,,,
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,E&P Tanks,No,125226.4,60,100,40.1,.00494,.00494,.77974,.77974,3,17,0,No,,,,,,Yes,17,.4343708,25.0264354,No,,,,,,,,,
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 2,,No,449175,60,100,45,.00571,.00858,.71012,.77666,31,165,0,No,,,,,,Yes,157,3.1405314,126.4076704,Yes,8,57.5961209,.4290547,.000138,,,,,
360 Anadarko Basin,1009265,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,75495.79,71.4,63.01,45.54,.00218,.00617,.73711,.86148,13,62,0,No,,,,,,Yes,62,2.5722863,42.6784189,No,,,,,,,,,
Tapstone 360 Anadarko,1012024,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,4215.1593795,80,35,40.06,.0063683,.0063683,.8411533,.8411533,1,2,0,No,,,,,,Yes,2,.030365,.9471057,No,,,,,,,,,
Jones Energy 360 Anadarko Basin,1009547,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 1,BR&E ProMax v3.2,No,278219,124.8181818,31.3238636,47.7045455,0,.0067611,.0500253,.5416126,92,75,0,No,,,,,,Yes,27,.180013,1.3931966,Yes,48,524.406504,.1614545,.0008659,,,,,
Encino Operating  L.L.C. - Anadarko Basin,1011839,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 2,,No,156401.3,250,56.8,40,.005,.005,.778,.778,4,12,0,No,,,,,,No,,,,Yes,12,89957.5,117.965017,0,,,,,
Midstates Petroleum - Anadarko Basin,1010701,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - ELLIS  OK (45) - Oil,,Calculation Methodology 2,,No,160600.22,149,32,38,.002,.009,.6,.9,11,60,0,No,,,,,,Yes,60,9.1,814.8,No,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - FINNEY  KS (55) - Oil,,Calculation Methodology 1,E&P Tanks,No,9328.6,125,20,28.1,.04,.04,.05,.05,1,4,0,No,,,,,,Yes,0,1.4294228,.5795232,No,,,,,,,,,
Kaiser-Francis Oil Company 360 Anadarko Basin,1009135,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - FINNEY  KS (55) - Oil,,Calculation Methodology 1,E&P Tanks,No,4980.38,130,20,31,.001,.001,0,0,1,3,0,No,,,,,,Yes,3,.0003466,.0000003,No,,,,,,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - FINNEY  KS (55) - Oil,,Calculation Methodology 1,ProMax,No,12525.28,80,12.235,24,.0092488,.0142112,.7061509,.8110648,3,6,0,No,,,,,,Yes,6,.03035,.73682,No,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - FORD  KS (57) - Oil,,Calculation Methodology 1,E&P Tanks,No,4724.8,120,18,43.4,.04,.04,.05,.05,1,4,0,No,,,,,,Yes,0,.7905045,.32049,No,,,,,,,,,
360 Anadarko Basin,1009265,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,17249.11,64,75,41.3,.00218,.00617,.73711,.86148,2,16,0,No,,,,,,Yes,16,.5869629,9.73867,No,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Oil,,Calculation Methodology 2,,No,1888752.9,104.2671958,36.3425926,37.9,0,0,.01,.01,63,442,0,No,,,,,,Yes,221,2.7188005,154.8749411,Yes,221,31060.3293212,142.5528135,.057355,,,,,
SK Plymouth LLC Anadarko Basin,1011752,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Oil,,Calculation Methodology 2,,No,983948.36,60,0,40.8479592,.00179,.076,.66584,.80797,95,98,0,No,,,,,,Yes,98,5.7713281,23.004349,No,,,,,,,,,
360 Anadarko Basin DEC,1008287,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GARFIELD  OK (47) - Oil,,Calculation Methodology 1,ProMax,No,759412.85,76.06,52.86,37.42,.00165,.0017,.07442,.08016,37,75,0,Yes,41,4.35791,74.80688,0,0,Yes,30,.3219,5.49362,Yes,4,234.9709,.94549,.00042,,,,,
Sheridan Production Company LLC 360 Anadarko Basin,1009845,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 2,,No,373168.7,71,30,51.18,.004964,.004964,.279069,.279069,42,42,13,No,,,,,,Yes,10,.2,4.31,Yes,32,275.2,.15,0,,,,,
Basin 360 Oil & Gas Production,1008029,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,286902,75,35,47.1,.012606,.012606,.572995,.572995,13,26,0,Yes,6,1.7851786,33.7757596,0,0,Yes,30,.3661503,11.4011774,Yes,6,245.6975888,.9215951,.0004143,,,,,
EOG Resources  Inc. 360 Anadarko basin,1008352,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,ProMax,No,870044.15,130,35,46.87,.002,.002,.021,.021,37,115,0,No,,,,,,No,,,,Yes,63,596.9,0,0,,,,,
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,ProMax,No,5541.3,55,30,31.77,.00966,.00966,.79278,.79278,1,2,0,No,,,,,,Yes,2,.00936,.28048,No,,,,,,,,,
Samson Resources 360 Anadarko Basin,1008321,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,ProMax,No,7789.949,71.05,45.78,44.24,0,.007,.506,.815,2,5,0,No,,,,,,Yes,5,0,1.2,No,,,,,,,,,
Chevron MCA 360 Anadarko Basin,1008956,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,E&P Tanks,No,5116,80,30,47,.0036,.0036,.12,.12,1,1,0,No,,,,,,Yes,1,.007418,.833908,No,,,,,,,,,
Riviera Resources 360 Anadarko Basin Production Segment,1008306,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,BR&E ProMax 3.2,No,7983.0224515,125,26,38.6,.0779911,.0779911,.5194041,.5194041,1,3,0,No,,,,,,Yes,3,.1887091,.4587422,No,,,,,,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,ProMax,No,4890.88,60,25,24,.1080307,.1080307,.5504392,.5504392,1,2,0,No,,,,,,Yes,2,.01053,.01958,No,,,,,,,,,
Marathon Oil Anadarko Basin (AAPG 360),1009353,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRADY  OK (51) - Oil,,Calculation Methodology 1,Hysys,No,357696.32,0,0,37.62,.002,.0136,.7995,.9566,7,21,0,No,,,,,,Yes,18,.9452,66.1163,No,,,,,,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  KS (67) - Oil,,Calculation Methodology 1,ProMax,No,32729.25,50,37.06,24,.009282,.1971627,.2336345,.713309,7,4,0,No,,,,,,Yes,4,1.23025,1.16801,No,,,,,,,,,
360 Anadarko Basin,1009265,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  OK (53) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,4450.25,65.4,75,39.69,.00218,.00617,.73711,.86148,1,2,0,No,,,,,,Yes,2,.1514626,2.5130109,No,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  OK (53) - Oil,,Calculation Methodology 2,,No,759459.4,118.818408,32.7985075,38.2,0,0,.01,.01,67,392,0,No,,,,,,Yes,160,3.4292139,47.6372017,Yes,232,3738.6573412,16.5743232,.0070804,,,,,
SK Plymouth LLC Anadarko Basin,1011752,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRANT  OK (53) - Oil,,Calculation Methodology 2,,No,169779.59,60,0,41.805,.00179,.076,.66584,.80797,20,20,0,No,,,,,,Yes,20,.6452812,3.7698665,No,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRAY  KS (69) - Oil,,Calculation Methodology 2,,No,25834.9,91.875,16.25,27.9,0,0,.01,.01,4,28,0,No,,,,,,Yes,28,.2709439,.9521967,No,,,,,,,,,
XTO Energy Inc 360 Anadarko,1009143,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - GRAY  TX (179) - Oil,,Calculation Methodology 2,,No,141001.4345,50,44.7,41.502,.01543,.01543,.03379,.03379,159,29,0,No,,,,,,No,,,,No,,,,,,,,,
ConocoPhillips' Anadarko (360),1007475,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HANSFORD  TX (195) - Oil,,Calculation Methodology 1,E&P Tank 3.0,No,15899.18,140,45,47,.0041,.0041,.128,.128,2,7,3,No,,,,,,No,,,,Yes,7,153.5668,.1274,.0001,,,,,
Midstates Petroleum - Anadarko Basin,1010701,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HANSFORD  TX (195) - Oil,,Calculation Methodology 2,,No,6826.65,149,32,38,.002,.009,.6,.9,1,3,0,No,,,,,,Yes,3,3.4,607.91,No,,,,,,,,,
Sheridan Production Company LLC 360 Anadarko Basin,1009845,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HARPER  OK (59) - Oil,,Calculation Methodology 2,,No,4202.829,71,30,51.18,.004964,.004964,.279069,.279069,2,2,0,No,,,,,,Yes,2,0,.34,No,,,,,,,,,
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HARPER  OK (59) - Oil,,Calculation Methodology 1,ProMax,No,3673.14,60,30,44.41,.00196,.00196,.34242,.34242,1,4,0,No,,,,,,Yes,4,.00676,.43138,No,,,,,,,,,
SandRidge 360 Anadarko Basin,1008806,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HARPER  OK (59) - Oil,,Calculation Methodology 2,,No,40992.9,50.5,35,29.4,0,0,.01,.01,2,10,0,No,,,,,,Yes,0,0,2.3722974,Yes,10,300.5675303,1.8019347,.0006443,,,,,
Tapstone 360 Anadarko,1012024,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HARPER  OK (59) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,38611.6766988,80,35,36.2212766,.0063683,.0063683,.8411533,.8411533,38,76,0,No,,,,,,Yes,76,.279627,8.7217507,No,,,,,,,,,
MERIT ENERGY CO LLC 360 ANADARKO BASIN,1009274,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HASKELL  KS (81) - Oil,,Calculation Methodology 1,ProMax,No,29761.93,80,30,25,.0122484,.0122484,.4670018,.4670018,7,4,0,No,,,,,,Yes,4,.20484,2.85099,No,,,,,,,,,
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Oil,,Calculation Methodology 1,E&P Tanks,No,6320.2,60,100,52,.005098,.005098,.82312,.82312,1,5,0,No,,,,,,Yes,5,.0467429,2.7548301,No,,,,,,,,,
Le Norman Operating LLC - 360 - Anadarko Basin,1010258,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Oil,,Calculation Methodology 2,,No,1372319.3,60,100,47.1,.003453,.01955,.65408,.851277,60,293,0,No,,,,,,Yes,241,6.6603205,307.1945833,Yes,52,218.5555599,1.6281007,.0005236,,,,,
360 Anadarko Basin,1009265,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Oil,,Calculation Methodology 1,E&P Tanks v2.0,No,16202.66,71.3,77.1,40.7,.00218,.00617,.73711,.86148,2,4,0,No,,,,,,Yes,4,.5507127,9.137221,No,,,,,,,,,
Chesapeake Operating LLC  360 - Anadarko Basin,1008530,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],360 - HEMPHILL  TX (211) - Oil,,Calculation Methodology 1,ProMax,No,141791.15,98.5,31.94,48.73,.00165,.05832,.14129,.64847,16,50,0,No,,,,,,Yes,4,.00776,.49508,Yes,46,450.7386,.32373,.00044,,,,,
