EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_NAME,EF_W_ATM_STG_TANKS_CALC1OR2.FACILITY_ID,EF_W_ATM_STG_TANKS_CALC1OR2.REPORTING_YEAR,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_NUM,EF_W_ATM_STG_TANKS_CALC1OR2.TABLE_DESC,EF_W_ATM_STG_TANKS_CALC1OR2.INDUSTRY_SEGMENT,EF_W_ATM_STG_TANKS_CALC1OR2.SUB_BASIN_IDENTIFIER,EF_W_ATM_STG_TANKS_CALC1OR2.COUNTY_AND_STATE,EF_W_ATM_STG_TANKS_CALC1OR2.CALCULATION_METHOD,EF_W_ATM_STG_TANKS_CALC1OR2.SOFTWARE_PACKAGE_USED,EF_W_ATM_STG_TANKS_CALC1OR2.TWO_YEAR_DELAY_INDICATOR,EF_W_ATM_STG_TANKS_CALC1OR2.TOTAL_VOLUME_OF_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_TEMPERATURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_SEPARATOR_PRESSURE,EF_W_ATM_STG_TANKS_CALC1OR2.AVERAGE_A_P_I_GRAVITY,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_GAS_CO2_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MIN_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.MAX_FLASH_CH4_CONCENTRATION,EF_W_ATM_STG_TANKS_CALC1OR2.NUMBER_OF_WELLS_SEND_OIL,EF_W_ATM_STG_TANKS_CALC1OR2.ATMOSPHERIC_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.NOT_ON_WELL_PAD_TANK_COUNT,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_VAPOR_RECOVERY,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CO2_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.ANNUAL_CH4_RECOVERED,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VAPOR_RECOVERY_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_VENT_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_VENTING_TO_ATM,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.VENTING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.WERE_EMISSIONS_FLARED,EF_W_ATM_STG_TANKS_CALC1OR2.TANKS_WITH_FLARING,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.FLARING_N2O_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.NUM_SEPS_WITH_STUCK_DUMP_VAL,EF_W_ATM_STG_TANKS_CALC1OR2.HRS_DUMP_VALVES_DID_NOT_CLOSE,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CO2_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.DUMP_VALVE_CH4_EMISSIONS,EF_W_ATM_STG_TANKS_CALC1OR2.API_WELL_NUMBERS
GULF COAST BASIN,1010222,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - VERMILION  LA (113) - Oil,,Calculation Methodology 1,BR&E ProMax v3.2,No,88535,77,32.5,43.81,.0390644,.0390644,.7981991,.7981991,9,9,0,No,,,,,,Yes,9,.4744162,3.5335731,No,,,,,,,,,
BOPCO  L.P. 220 Gulf Coast basin,1009245,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - VERMILION  LA (113) - Oil,,Calculation Methodology 1,E&P Tanks,No,10373,85,85,61,.5055,.5055,.0069,.0069,1,2,0,No,,,,,,Yes,2,.0047635,.1278755,No,,,,,,,,,
Alta Mesa Services  LP,1009511,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - VICTORIA  TX (469) - Oil,,Calculation Methodology 1,E&P Tanks,No,8671,80,32,42,.006,.02,.68,.898,32,5,0,No,,,,,,Yes,5,2.25,64.9125,No,,,,,,,,,
PINTAIL OIL BASIN 220,1010164,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - VICTORIA  TX (469) - Oil,,Calculation Methodology 1,E&P Tank,No,101898.27,102.5,70.1666667,28.2307692,.009336,.009336,.770243,.770243,1,16,0,No,,,,,,No,,,,Yes,16,92.9550689,.6821494,.000296,,,,,
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WALKER  TX (471) - Oil,,Calculation Methodology 1,ProMax,No,21953.04,129.91,263,50.25,.009,.021,.128,.372,4,9,0,No,,,,,,Yes,5,.2,1.1,Yes,4,180.1,.1,0,,,,,
GeoSouthern Energy Corporation,1009848,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WALLER  TX (473) - Oil,,Calculation Methodology 1,BR&E ProMax v3.2,No,33994,121.6666667,58.3333333,49.8566667,.0048355,.0109517,.0937038,.1598251,12,8,0,No,,,,,,Yes,8,.5280008,3.4125178,No,,,,,,,,,
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEBB  TX (479) - Oil,,Calculation Methodology 1,ProMax,No,3876033.74,97.28,8.46,63.01,.00542,.00542,.14129,.14129,91,272,0,No,,,,,,Yes,8,.23036,2.19036,Yes,264,8585.64338,3.12284,.00712,,,,,
Goodrich Petroleum  Basin 220 (Gulf Coast Basin),1010684,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WEST FELICIANA  LA (125) - Oil,,Calculation Methodology 1,E&P Tanks 2.0,No,47665,120,57.5,44.41,.0085,.02532,.530349,.72632,2,9,0,No,,,,,,No,,,,Yes,9,117.7,.258,.000167,,,,,
White Oak Energy 220 Gulf Coast Basin (LA  TX),1009783,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WHARTON  TX (481) - Oil,,Calculation Methodology 1,BR&E ProMax v3.2,No,469740,83.5,78.5,54.63,.0049488,.0390644,.1342184,.7981991,53,11,0,No,,,,,,Yes,11,3.6915738,31.251917,No,,,,,,,,,
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WHARTON  TX (481) - Oil,,Calculation Methodology 1,E&P Tanks Verison 2.0,No,346435.7,166,15.43,27.85,.014565,.029448,.224892,.63777,48,5,0,No,,,,,,Yes,5,1.83,6.3744,No,,,,,,,,,
Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),1008293,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WILSON  TX (493) - Oil,,Calculation Methodology 1,E&P Tanks,No,4027.57,80,3,40,.01,.03,.15,.29,3,4,0,No,,,,,,No,,,,Yes,4,13.94,.0628,0,,,,,
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WILSON  TX (493) - Oil,,Calculation Methodology 1,ProMax,No,691056.14,141.78,97.45,36.15,.013,.021,.199,.311,37,89,0,Yes,34,.2,.9,0,0,No,,,,Yes,65,3701.1,1.9,0,,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WILSON  TX (493) - Oil,,Calculation Methodology 1,ProMax,No,16113.745,180,80,30.76,.00453,.00453,.5941,.5941,1,2,0,No,,,,,,No,,,,Yes,2,33.88666,.0846,.00005,,,,,
MATADOR PRODUCTION COMPANY,1010837,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WILSON  TX (493) - Oil,,Calculation Methodology 1,E&P Tanks,No,102700.25,103,166,40.4,.01109,.01109,.28638,.28638,2,4,0,No,,,,,,No,,,,Yes,4,63.7,.69,0,,,,,
Basin 220 South TX & South LA - OSP,1008576,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - WILSON  TX (493) - Oil,,Calculation Methodology 2,,No,520996.42,139,55.27,34.5,.0163135,.0163135,.102068,.102068,39,49,0,Yes,12,8.6,19.65,1.3,3.05,No,,,,Yes,49,3748.1,.89,.006,,,,,
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAPATA  TX (505) - Oil,,Calculation Methodology 1,ProMax,No,5047.32,100,80,22.33,.038,.038,.8,.8,1,1,0,No,,,,,,Yes,1,.1,.8,No,,,,,,,,,
Bluestone Natural Resources 220 Gulf Coast Basin (LA  TX),1009859,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAPATA  TX (505) - Oil,,Calculation Methodology 1,BR&E ProMax v3.2,No,6859,77,474.416667,43.81,.0390644,.0390644,.7981991,.7981991,4,2,0,No,,,,,,Yes,2,.0367541,.2737536,No,,,,,,,,,
EXCO Resources  Inc. - Gulf Coast Basin #220,1010945,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAVALA  TX (507) - Oil,,Calculation Methodology 2,,No,1974039,140,30,34,.00369,.01301,.13398,.15653,94,203,0,No,,,,,,No,,,,Yes,203,2632.49,1.0468,.0010738,,,,,
MATADOR PRODUCTION COMPANY,1010837,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAVALA  TX (507) - Oil,,Calculation Methodology 1,E&P Tanks,No,8001.5,103,166,40.4,.01109,.01109,.28638,.28638,3,5,0,No,,,,,,Yes,4,.4,3.39,No,,,,,,,,,
Chesapeake Operating LLC  220 - Gulf Coast Basin,1008526,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAVALA  TX (507) - Oil,,Calculation Methodology 1,ProMax,No,320789.28,124,41,33.58,.00592,.00721,.74408,.74677,8,24,0,No,,,,,,No,,,,Yes,24,203.13593,.73105,.00032,,,,,
BBOG Gulf Coast Basin #220,1011534,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAVALA  TX (507) - Oil,,Calculation Methodology 1,Aspen HYSYS,No,37375.4744342,122,125,38.706,.0082717,.0082717,.1717346,.1717346,3,5,0,No,,,,,,No,,,,Yes,5,514.0744412,.2377396,.0007946,,,,,
SN Operating  LLC 220 Gulf Coast Basin (LA  TX),1009720,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ZAVALA  TX (507) - Oil,,Calculation Methodology 1,BR&E ProMax v3.2,No,139072,134.5714286,27.1428571,41.4771429,.0120242,.3186503,.0388978,.547339,12,25,0,No,,,,,,Yes,2,1.4743845,.0656063,Yes,23,183.4496411,.0261945,.0002633,,,,,
Venado Operating Company LLC 220 Gulf Coast Basin,1008439,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ARANSAS  TX (7) - High permeability gas,,Calculation Methodology 1,ProMax,No,39291.036,70,20,56,.00959,.00959,.68197,.68197,2,3,2,No,,,,,,Yes,3,.07868,2.04234,No,,,,,,,,,
GULF COAST BASIN,1010222,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - ASSUMPTION  LA (7) - High permeability gas,,Calculation Methodology 1,BR&E ProMax v3.2,No,10182,77,32.5,43.81,.0390644,.0390644,.7981991,.7981991,3,3,0,No,,,,,,Yes,3,.0545604,.4063799,No,,,,,,,,,
Swift Energy Operating Company  LLC - Basin 220,1009706,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - AVOYELLES  LA (9) - High permeability gas,,Calculation Methodology 2,,No,789.77,70,40,42,.0203,.02,.209,.209,1,2,0,No,,,,,,Yes,2,.0256704,.4343455,No,,,,,,,,,
TPIC Basin 220,1006770,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BEAUREGARD  LA (11) - High permeability gas,,Calculation Methodology 1,E&P Tanks,No,62415,111.1428571429,38.4285714286,44.5428581238,.0028,.0108399997,.4887,.6798300147,7,7,0,No,0,0,0,0,0,Yes,7,.3,.3404000028,No,0,0,0,0,,,,,
TPIC Basin 220,1006770,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BEAUREGARD  LA (11) - High permeability gas,,Calculation Methodology 2,,No,6570,110,0,41.9000015259,.0108,.0108,.6798,.6798,2,2,0,No,0,0,0,0,0,Yes,2,.1,1.1619999409,No,0,0,0,0,,,,,
Swift Energy Operating Company  LLC - Basin 220,1009706,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BEAUREGARD  LA (11) - High permeability gas,,Calculation Methodology 2,,No,125031.79,110.9,44.36,44.06,.0203,.02,.209,.209,29,54,0,No,,,,,,Yes,34,1.2566465,21.2625907,Yes,20,130.3361978,.9500093,.0100058,,,,,
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BRAZOS  TX (41) - High permeability gas,,Calculation Methodology 1,E&P Tanks Verison 2.0,No,601706,115,23.33,47,0,.02835,.045446,.180145,15,32,0,Yes,19,10.26,6.6728,.54,.3512,No,,,,Yes,13,1847.58,.5872,.00154,,,,,
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BRAZOS  TX (41) - High permeability gas,,Calculation Methodology 2,,No,165442,133.5,19.5,36.49,.00277,.00576,.01973,.05942,37,66,0,No,0,0,0,0,0,Yes,66,0,1.22,No,0,0,0,0,,,,,
EOG Resources  Inc.220 Gulf Coast basin,1008219,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BROOKS  TX (47) - High permeability gas,,Calculation Methodology 1,ProMax,No,16662.15,85,37.5,57.43,.036,.04,.811,.819,1,2,0,No,,,,,,No,,,,Yes,2,9.7,0,0,,,,,
Bluestone Natural Resources 220 Gulf Coast Basin (LA  TX),1009859,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BROOKS  TX (47) - High permeability gas,,Calculation Methodology 1,BR&E ProMax v3.2,No,4160,77,474.416667,43.81,.0390644,.0390644,.7981991,.7981991,19,4,0,No,,,,,,Yes,4,.0222914,.1660322,No,,,,,,,,,
Bluefin Resources LLC 220 Gulf Coast Basin (LA  TX),1009837,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BROOKS  TX (47) - High permeability gas,,Calculation Methodology 1,BR&E ProMax v3.2,No,36180,53.6,26.5625,46.792,.0015693,.0390644,.1102763,.7981991,45,16,0,No,,,,,,Yes,16,.5327881,2.4106306,No,,,,,,,,,
BOPCO  L.P. 220 Gulf Coast basin,1009245,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BROOKS  TX (47) - High permeability gas,,Calculation Methodology 1,E&P Tanks,No,24102.9,72.5,40,54.5,.1106,.1822,.0089,.0157,2,8,0,Yes,6,.6323225,4.7295228,.0129045,.0965209,No,,,,Yes,2,25.8831331,.149214,.0000554,,,,,
Merit Energy Co. South Texas 220 Gulf Coast Basin,1000435,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BROOKS  TX (47) - High permeability gas,,Calculation Methodology 1,ProMax Simulation Software,No,226762.774,97,40,51.98,.0048878,.015102,.0989708,.3409205,34,23,0,Yes,8,1.9004841,15.6602451,0,0,Yes,15,2.1535388,16.8965607,Yes,8,73.3260523,.0783012,.0000739,,,,,
Apache Corp. GC Onshore - Gulf Coast Basin 220,1008224,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BURLESON  TX (51) - High permeability gas,,Calculation Methodology 1,E&P Tanks Verison 2.0,No,396914,133,30.83,48,.001495,.045446,.05652,.113608,24,24,0,No,,,,,,Yes,11,.83,.8944,Yes,13,2359.29,.634,.00191,,,,,
Gulf Coast Basin - AAPG Province 220,1008936,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BURLESON  TX (51) - High permeability gas,,Calculation Methodology 2,,No,62381,133.5,19.5,36.49,.00277,.00576,.01973,.05942,26,45,0,No,0,0,0,0,0,Yes,45,0,.44,No,0,0,0,0,,,,,
Clayton Williams Energy  Inc. - 220 Gulf Coast Basin,1002362,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - BURLESON  TX (51) - High permeability gas,,Calculation Methodology 2,,No,25469.72,80,50,37.4,.002,.002,.952,.952,1,3,0,No,,,,,,Yes,3,.1418,.3013,No,,,,,,,,,
TPIC Basin 220,1006770,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - CALCASIEU  LA (19) - High permeability gas,,Calculation Methodology 2,,No,1460,97,0,35,.0108,.0108,.6798,.6798,1,1,0,No,0,0,0,0,0,Yes,1,0,.9279999733,No,0,0,0,0,,,,,
White Oak Energy 220 Gulf Coast Basin (LA  TX),1009783,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - CALCASIEU  LA (19) - High permeability gas,,Calculation Methodology 1,BR&E ProMax v3.2,No,5986,77,34.6,43.5,.0390644,.0390644,.7981991,.7981991,5,4,0,No,,,,,,No,,,,Yes,4,.9494305,.0047844,.0000017,,,,,
Shoreline Southeast LLC - Basin 220 (Gulf Coast Basin),1011260,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],220 - CALCASIEU  LA (19) - High permeability gas,,Calculation Methodology 1,E&P Tanks Version 2.0,No,12184,120,25,51,.071224,.071224,.158754,.158754,1,2,0,No,,,,,,No,,,,Yes,2,51.88,.0228,.0000336,,,,,
Encana Oil & Gas - Mid-Gulf Coast Basin,1008089,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - AMITE  MS (5) - Oil,,Calculation Methodology 1,ACTS,No,1846671.53,71,148.5,43.49,.035399,.521473,.011621,.051104,22,14,0,No,,,,,,No,,,,Yes,14,22567.9,14.1,0,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - BALDWIN  AL (3) - Oil,,Calculation Methodology 2,,No,6205,80,0,26,.00116,.001,.037,.037,1,2,0,No,,,,,,Yes,2,.04,8.51,No,,,,,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - CHOCTAW  AL (23) - Oil,,Calculation Methodology 2,,No,9850,80,30,38,.001,.001,.037,.037,2,4,0,No,,,,,,Yes,4,.05,13.52,No,,,,,,,,,
Moon Hines Tigrett Operating Company  LLC,1010197,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - CLARKE  MS (23) - Oil,,Calculation Methodology 1,E&P Tanks,No,18195,100,30,34,.01424,.01424,.72664,.72664,1,3,0,No,,,,,,Yes,3,.08,1.5,No,,,,,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - CONECUH  AL (35) - Oil,,Calculation Methodology 2,,No,28100,80,60,46,.001,.001,.037,.037,3,9,0,No,,,,,,Yes,9,.16,38.54,No,,,,,,,,,
Tellus Operating Group  LLC - MS Operations,1008885,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - COVINGTON  AL (39) - Oil,,Calculation Methodology 1,E&P Tanks,No,27999,68,24,35.85,.034,.034,.67,.67,2,6,0,No,,,,,,Yes,6,.12,2.84,No,,,,,,,,,
Mid-Gulf Coast Basin Code 210,1008506,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - ESCAMBIA  AL (53) - Oil,,Calculation Methodology 2,,No,26300,80,35,40,.001,.001,.037,.037,4,12,0,No,,,,,,Yes,12,.14,36.04,No,,,,,,,,,
Moon Hines Tigrett Operating Company  LLC,1010197,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - JASPER  MS (61) - Oil,,Calculation Methodology 1,E&P Tanks,No,71380,90,30,37,.01424,.01424,.72664,.72664,5,12,0,No,,,,,,Yes,12,.25,4.6,No,,,,,,,,,
Tellus Operating Group  LLC - MS Operations,1008885,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - JONES  MS (67) - Oil,,Calculation Methodology 1,E&P Tanks,No,19233,68,30,40.1,.00363,.01464,.1069,.2243,6,11,0,No,,,,,,Yes,11,.5,4.52,No,,,,,,,,,
Tellus Operating Group  LLC - MS Operations,1008885,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - LAMAR  MS (73) - Oil,,Calculation Methodology 1,E&P Tanks,No,320986,155,22,16.01,.0551,.0551,.4043,.4043,112,65,65,No,,,,,,Yes,65,60.42,3.01,No,,,,,,,,,
Moon Hines Tigrett Operating Company  LLC,1010197,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - LEFLORE  MS (83) - Oil,,Calculation Methodology 1,E&P Tanks,No,4431,100,30,50,.02,.02,.472,.472,1,2,0,No,,,,,,Yes,2,.0824793,.6984362,No,,,,,,,,,
Denbury Onshore LLC 210 Mid-Gulf Coast,1008942,2015,Table J.1.,Wellhead gas-liquid separator or well with oil throughput greater than or equal to 10 barrels/day using Calculation Methodology 1 or 2,Onshore petroleum and natural gas production [98.230(a)(2)],210 - LINCOLN  MS (85) - Oil,,Calculation Methodology 1,E&P Tanks,No,160652.280876,107,34,41.8,.38218,.38218,.51068,.51068,5,5,5,No,,,,,,Yes,5,8.4,3.396,No,,,,,,,,,
